month,drug,concession_price
2023-03,Tolterodine 1mg tablets,3.13
2023-03,Tolterodine 2mg tablets,4.58
2023-03,Topiramate 100mg tablets,16.55
2023-03,Topiramate 25mg tablets,9.25
2023-03,Topiramate 50mg tablets,16.81
2023-03,Tranexamic acid 500mg tablets,7.1
2023-03,Travoprost 40micrograms/ml eye drops,2.0
2023-03,Trazodone 100mg capsules,4.76
2023-03,Trazodone 50mg capsules,5.02
2023-03,Trospium chloride 20mg tablets,12.09
2023-03,Valaciclovir 500mg tablets,14.85
2023-03,Valsartan 160mg capsules,8.08
2023-03,Valsartan 40mg capsules,6.65
2023-03,Valsartan 80mg capsules,7.94
2023-03,Venlafaxine 150mg modified-release capsules,5.63
2023-03,Venlafaxine 150mg modified-release tablets,4.95
2023-03,Venlafaxine 37.5mg tablets,3.99
2023-03,Venlafaxine 75mg tablets,11.13
2023-03,Zolmitriptan 2.5mg orodispersible tablets sugar free,19.39
2023-03,Zolmitriptan 2.5mg tablets,27.5
2023-03,Zolmitriptan 2.5mg tablets,13.75
2023-03,Zopiclone 3.75mg tablets,1.99
2023-03,Zopiclone 7.5mg tablets,1.61
2023-02,Amiloride 5mg tablets,13.15
2023-02,Amisulpride 100mg tablets,20.29
2023-02,Amisulpride 200mg tablets,33.92
2023-02,Amisulpride 50mg tablets,13.09
2023-02,Amoxicillin 125mg/5ml oral suspension,4.05
2023-02,Amoxicillin 125mg/5ml oral suspension sugar free,3.89
2023-02,Amoxicillin 250mg/5ml oral suspension,4.34
2023-02,Amoxicillin 250mg/5ml oral suspension sugar free,3.6
2023-02,Amoxicillin 500mg capsules,2.15
2023-02,Amoxicillin 500mg capsules,3.05
2023-02,Aripiprazole 15mg tablets,15.99
2023-02,Aripiprazole 5mg tablets,17.99
2023-02,Atenolol 25mg tablets,1.44
2023-02,Baclofen 5mg/5ml oral solution sugar free,5.79
2023-02,Benzoyl peroxide 5% / Clindamycin 1% gel,11.25
2023-02,Bicalutamide 150mg tablets,4.54
2023-02,Bimatoprost 100micrograms/ml eye drops,4.06
2023-02,Bisacodyl 5mg gastro-resistant tablets,4.99
2023-02,Bisoprolol 2.5mg tablets,1.1
2023-02,Brimonidine 0.2% eye drops,4.55
2023-02,Brinzolamide 10mg/ml eye drops,3.18
2023-02,Bumetanide 1mg/5ml oral solution sugar free,235.0
2023-02,Calamine lotion,1.51
2023-02,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,35.42
2023-02,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,12.12
2023-02,Carbocisteine 250mg/5ml oral solution,8.2
2023-02,Carbocisteine 375mg capsules,10.49
2023-02,Carvedilol 6.25mg tablets,1.35
2023-02,Chloramphenicol 1% eye ointment,4.3
2023-02,Chlorphenamine 2mg/5ml oral solution,4.1
2023-02,Chlorphenamine 2mg/5ml oral solution sugar free,3.75
2023-02,Chlorpromazine 100mg tablets,26.5
2023-02,Chlorpromazine 25mg tablets,26.5
2023-02,Chlorpromazine 50mg tablets,26.5
2023-02,Cinacalcet 30mg tablets,12.5
2023-02,Cinnarizine 15mg tablets,6.43
2023-02,Citalopram 40mg/ml oral drops sugar free,9.7
2023-02,Clarithromycin 125mg/5ml oral suspension,4.99
2023-02,Clarithromycin 250mg tablets,4.78
2023-02,Clarithromycin 250mg/5ml oral suspension,5.54
2023-02,Clarithromycin 500mg tablets,10.2
2023-02,Clindamycin 150mg capsules,2.89
2023-02,Clonidine 25microgram tablets,19.7
2023-02,Clotrimazole 1% cream,2.4
2023-02,Clotrimazole 1% cream,4.4
2023-02,Clotrimazole 500mg pessaries,10.35
2023-02,Co-amoxiclav 250mg/125mg tablets,2.54
2023-02,Co-amoxiclav 500mg/125mg tablets,7.61
2023-02,Co-careldopa 25mg/100mg tablets,7.6
2023-02,Co-codamol 30mg/500mg effervescent tablets,3.77
2023-02,Co-codamol 30mg/500mg effervescent tablets,11.78
2023-02,"Colecalciferol 1,000unit capsules",8.25
2023-02,Co-trimoxazole 80mg/400mg tablets,3.96
2023-02,Cyclizine 50mg/1ml solution for injection ampoules,10.7
2023-02,Desogestrel 75microgram tablets,3.97
2023-02,Digoxin 125microgram tablets,4.89
2023-02,Digoxin 250microgram tablets,4.55
2023-02,Digoxin 62.5microgram tablets,4.83
2023-02,Docusate 50mg/5ml oral solution sugar free,19.89
2023-02,Donepezil 10mg tablets,1.26
2023-02,Donepezil 5mg tablets,1.3
2023-02,Dosulepin 25mg capsules,5.6
2023-02,Duloxetine 30mg gastro-resistant capsules,3.2
2023-02,Duloxetine 60mg gastro-resistant capsules,4.4
2023-02,Enalapril 2.5mg tablets,7.73
2023-02,Ezetimibe 10mg tablets,1.99
2023-02,Febuxostat 80mg tablets,5.79
2023-02,Finasteride 5mg tablets,4.3
2023-02,Flucloxacillin 125mg/5ml oral solution,3.59
2023-02,Flucloxacillin 250mg capsules,3.43
2023-02,Flucloxacillin 250mg/5ml oral solution,3.91
2023-02,Flucloxacillin 500mg capsules,3.72
2023-02,Fluoxetine 20mg/5ml oral solution,18.59
2023-02,Fluoxetine 40mg capsules,2.75
2023-02,Frovatriptan 2.5mg tablets,13.81
2023-02,Fusidic acid 1% modified-release eye drops,31.41
2023-02,Gabapentin 600mg tablets,32.0
2023-02,Hydroxocobalamin 1mg/1ml solution for injection ampoules,12.27
2023-02,Hydroxychloroquine 200mg tablets,3.71
2023-02,Ibandronic acid 150mg tablets,2.05
2023-02,Isotretinoin 20mg capsules,13.95
2023-02,Ivabradine 2.5mg tablets,24.66
2023-02,Ivabradine 5mg tablets,31.93
2023-02,Ketoconazole 2% shampoo,14.95
2023-02,Lamotrigine 100mg tablets,2.75
2023-02,Lamotrigine 50mg tablets,2.66
2023-02,Latanoprost 50micrograms/ml eye drops,2.08
2023-02,Leflunomide 20mg tablets,2.69
2023-02,Levetiracetam 100mg/ml oral solution sugar free,11.98
2023-02,Levetiracetam 1g tablets,6.85
2023-02,Levetiracetam 500mg tablets,4.62
2023-02,Lisinopril 5mg/5ml oral solution sugar free,198.0
2023-02,Lofepramine 70mg tablets,13.35
2023-02,Mebeverine 135mg tablets,8.37
2023-02,Meloxicam 7.5mg tablets,1.65
2023-02,Methocarbamol 750mg tablets,11.46
2023-02,Methylphenidate 10mg tablets,3.44
2023-02,Methylphenidate 5mg tablets,4.5
2023-02,Metoprolol 50mg tablets,1.95
2023-02,Metronidazole 400mg tablets,1.68
2023-02,Miconazole 2% cream,2.51
2023-02,Mometasone 0.1% cream,3.8
2023-02,Mometasone 0.1% ointment,4.37
2023-02,Mometasone 50micrograms/dose nasal spray,3.99
2023-02,Mycophenolate mofetil 500mg tablets,8.68
2023-02,Nadolol 80mg tablets,14.45
2023-02,Naftidrofuryl 100mg capsules,11.43
2023-02,Naproxen 250mg gastro-resistant tablets,2.99
2023-02,Naproxen 500mg gastro-resistant tablets,5.92
2023-02,Naproxen 500mg tablets,1.89
2023-02,Nebivolol 2.5mg tablets,18.02
2023-02,Nebivolol 5mg tablets,1.75
2023-02,Nitrofurantoin 100mg tablets,15.95
2023-02,Nitrofurantoin 50mg tablets,12.95
2023-02,Norethisterone 5mg tablets,7.65
2023-02,Omeprazole 10mg gastro-resistant capsules,1.51
2023-02,Omeprazole 20mg gastro-resistant capsules,2.8
2023-02,Ondansetron 4mg tablets,5.76
2023-02,Oxycodone 5mg/5ml oral solution sugar free,9.71
2023-02,Paracetamol 250mg/5ml oral suspension sugar free,9.4
2023-02,Paracetamol 500mg soluble tablets,3.59
2023-02,Paracetamol 500mg soluble tablets,14.96
2023-02,Paroxetine 20mg tablets,1.65
2023-02,Perindopril erbumine 8mg tablets,4.94
2023-02,Phenoxymethylpenicillin 125mg/5ml oral solution,9.25
2023-02,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,9.25
2023-02,Phenoxymethylpenicillin 250mg tablets,3.49
2023-02,Phenoxymethylpenicillin 250mg/5ml oral solution,10.25
2023-02,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,10.25
2023-02,Pramipexole 180microgram tablets,7.5
2023-02,Prednisolone 5mg soluble tablets,60.83
2023-02,Pregabalin 100mg capsules,2.91
2023-02,Pregabalin 150mg capsules,2.66
2023-02,Pregabalin 25mg capsules,1.79
2023-02,Pregabalin 300mg capsules,3.5
2023-02,Pregabalin 50mg capsules,2.63
2023-02,Pregabalin 75mg capsules,2.72
2023-02,Promethazine hydrochloride 25mg tablets,34.19
2023-02,Quetiapine 25mg tablets,1.6
2023-02,Quetiapine 300mg tablets,4.08
2023-02,Quinine sulfate 200mg tablets,4.89
2023-02,Rabeprazole 10mg gastro-resistant tablets,6.65
2023-02,Ramipril 10mg tablets,1.32
2023-02,Rasagiline 1mg tablets,4.3
2023-02,Risedronate sodium 35mg tablets,2.9
2023-02,Risperidone 500microgram tablets,4.15
2023-02,Spironolactone 100mg tablets,4.4
2023-02,Spironolactone 25mg tablets,2.21
2023-02,Spironolactone 50mg tablets,3.04
2023-02,Tamsulosin 400microgram / Dutasteride 500microgram capsules,19.8
2023-02,Telmisartan 20mg tablets,5.59
2023-02,Telmisartan 40mg tablets,6.91
2023-02,Telmisartan 80mg tablets,3.59
2023-02,Temazepam 10mg tablets,21.74
2023-02,Temazepam 20mg tablets,23.61
2023-02,Terbinafine 1% cream,2.75
2023-02,Terbinafine 1% cream,3.29
2023-02,Tolterodine 1mg tablets,4.76
2023-02,Tolterodine 2mg tablets,4.75
2023-02,Topiramate 100mg tablets,13.79
2023-02,Topiramate 25mg tablets,11.2
2023-02,Topiramate 50mg tablets,18.95
2023-02,Tranexamic acid 500mg tablets,7.1
2023-02,Trazodone 100mg capsules,7.79
2023-02,Trazodone 50mg capsules,8.59
2023-02,Trospium chloride 20mg tablets,12.0
2023-02,Valsartan 160mg capsules,8.0
2023-02,Valsartan 40mg capsules,7.51
2023-02,Valsartan 80mg capsules,8.26
2023-02,Venlafaxine 150mg modified-release tablets,5.07
2023-02,Venlafaxine 37.5mg tablets,4.89
2023-02,Venlafaxine 75mg tablets,12.5
2023-02,Zolmitriptan 2.5mg orodispersible tablets sugar free,18.08
2023-02,Zolmitriptan 2.5mg tablets,27.5
2023-02,Zolmitriptan 2.5mg tablets,13.75
2023-02,Zopiclone 3.75mg tablets,1.99
2023-01,Amiloride 5mg tablets,12.59
2023-01,Amisulpride 100mg tablets,20.29
2023-01,Amisulpride 200mg tablets,33.92
2023-01,Amisulpride 50mg tablets,13.09
2023-01,Amoxicillin 125mg/5ml oral suspension,5.01
2023-01,Amoxicillin 125mg/5ml oral suspension sugar free,3.7
2023-01,Amoxicillin 250mg/5ml oral suspension,4.34
2023-01,Amoxicillin 250mg/5ml oral suspension sugar free,3.34
2023-01,Amoxicillin 500mg capsules,3.02
2023-01,Amoxicillin 500mg capsules,4.23
2023-01,Aripiprazole 15mg tablets,25.24
2023-01,Aripiprazole 5mg tablets,22.22
2023-01,Atenolol 25mg tablets,1.46
2023-01,Baclofen 5mg/5ml oral solution sugar free,4.87
2023-01,Benzoyl peroxide 5% / Clindamycin 1% gel,10.56
2023-01,Bicalutamide 150mg tablets,4.09
2023-01,Bimatoprost 100micrograms/ml eye drops,3.96
2023-01,Bisacodyl 5mg gastro-resistant tablets,4.99
2023-01,Bisoprolol 2.5mg tablets,1.02
2023-01,Brimonidine 0.2% eye drops,4.6
2023-01,Brinzolamide 10mg/ml eye drops,4.87
2023-01,Bumetanide 1mg/5ml oral solution sugar free,235.0
2023-01,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,12.53
2023-01,Carbocisteine 250mg/5ml oral solution,8.5
2023-01,Carbocisteine 375mg capsules,14.75
2023-01,Carvedilol 6.25mg tablets,2.09
2023-01,Cefalexin 250mg tablets,3.25
2023-01,Celecoxib 100mg capsules,6.26
2023-01,Chloramphenicol 1% eye ointment,4.3
2023-01,Chlorpromazine 100mg tablets,28.5
2023-01,Chlorpromazine 25mg tablets,28.97
2023-01,Chlorpromazine 50mg tablets,28.99
2023-01,Cinacalcet 30mg tablets,13.55
2023-01,Cinnarizine 15mg tablets,7.51
2023-01,Citalopram 40mg/ml oral drops sugar free,9.99
2023-01,Clarithromycin 125mg/5ml oral suspension,4.93
2023-01,Clarithromycin 250mg tablets,4.18
2023-01,Clarithromycin 250mg/5ml oral suspension,5.84
2023-01,Clarithromycin 500mg tablets,10.48
2023-01,Clindamycin 150mg capsules,3.0
2023-01,Clonidine 25microgram tablets,21.56
2023-01,Clotrimazole 1% cream,2.22
2023-01,Clotrimazole 1% cream,5.55
2023-01,Clotrimazole 500mg pessaries,10.35
2023-01,Co-amilofruse 2.5mg/20mg tablets,4.32
2023-01,Co-amoxiclav 250mg/125mg tablets,3.54
2023-01,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,3.67
2023-01,Co-amoxiclav 500mg/125mg tablets,6.96
2023-01,Co-careldopa 25mg/100mg tablets,7.66
2023-01,Co-codamol 30mg/500mg effervescent tablets,3.52
2023-01,Co-codamol 30mg/500mg effervescent tablets,10.99
2023-01,"Colecalciferol 1,000unit capsules",8.4
2023-01,Co-trimoxazole 80mg/400mg tablets,2.58
2023-01,Cyclizine 50mg/1ml solution for injection ampoules,13.9
2023-01,Desogestrel 75microgram tablets,4.01
2023-01,Digoxin 125microgram tablets,4.75
2023-01,Digoxin 250microgram tablets,4.86
2023-01,Digoxin 62.5microgram tablets,4.83
2023-01,Donepezil 10mg tablets,1.28
2023-01,Donepezil 5mg orodispersible tablets sugar free,47.64
2023-01,Donepezil 5mg tablets,1.3
2023-01,Dosulepin 25mg capsules,6.44
2023-01,Duloxetine 30mg gastro-resistant capsules,3.68
2023-01,Duloxetine 60mg gastro-resistant capsules,3.4
2023-01,Dutasteride 500microgram capsules,2.95
2023-01,Erythromycin 250mg gastro-resistant tablets,2.52
2023-01,Escitalopram 10mg tablets,1.7
2023-01,Ezetimibe 10mg tablets,1.74
2023-01,Febuxostat 80mg tablets,4.26
2023-01,Finasteride 5mg tablets,4.99
2023-01,Flucloxacillin 125mg/5ml oral solution,3.84
2023-01,Flucloxacillin 125mg/5ml oral solution sugar free,3.84
2023-01,Flucloxacillin 250mg capsules,2.98
2023-01,Flucloxacillin 250mg/5ml oral solution,5.05
2023-01,Flucloxacillin 500mg capsules,4.48
2023-01,Fluoxetine 20mg capsules,2.14
2023-01,Fluoxetine 20mg/5ml oral solution,14.3
2023-01,Fluoxetine 40mg capsules,2.76
2023-01,Frovatriptan 2.5mg tablets,15.05
2023-01,Fusidic acid 1% modified-release eye drops,26.63
2023-01,Gabapentin 600mg tablets,25.0
2023-01,Hydroxocobalamin 1mg/1ml solution for injection ampoules,13.19
2023-01,Ibandronic acid 150mg tablets,2.01
2023-01,Isotretinoin 20mg capsules,15.11
2023-01,Ivabradine 2.5mg tablets,21.98
2023-01,Ivabradine 5mg tablets,9.7
2023-01,Lamotrigine 100mg tablets,2.63
2023-01,Lamotrigine 25mg dispersible tablets sugar free,8.72
2023-01,Lamotrigine 50mg tablets,2.39
2023-01,Lamotrigine 5mg dispersible tablets sugar free,10.05
2023-01,Latanoprost 50micrograms/ml eye drops,2.25
2023-01,Levetiracetam 100mg/ml oral solution sugar free,14.42
2023-01,Levetiracetam 1g tablets,7.62
2023-01,Levetiracetam 500mg tablets,4.19
2023-01,Lisinopril 5mg/5ml oral solution sugar free,198.0
2023-01,Lofepramine 70mg tablets,13.46
2023-01,Mebeverine 135mg tablets,6.39
2023-01,Meloxicam 7.5mg tablets,1.65
2023-01,Methocarbamol 750mg tablets,12.93
2023-01,Methylphenidate 10mg tablets,3.55
2023-01,Metoprolol 50mg tablets,1.95
2023-01,Metronidazole 400mg tablets,1.64
2023-01,Miconazole 2% cream,2.51
2023-01,Mometasone 0.1% cream,4.06
2023-01,Mometasone 0.1% ointment,4.37
2023-01,Mometasone 50micrograms/dose nasal spray,4.25
2023-01,Mycophenolate mofetil 500mg tablets,8.61
2023-01,Nadolol 80mg tablets,9.0
2023-01,Naftidrofuryl 100mg capsules,10.69
2023-01,Naproxen 250mg gastro-resistant tablets,2.76
2023-01,Naproxen 500mg gastro-resistant tablets,5.57
2023-01,Naproxen 500mg tablets,1.89
2023-01,Nebivolol 2.5mg tablets,18.2
2023-01,Nebivolol 5mg tablets,1.76
2023-01,Nitrofurantoin 100mg tablets,15.65
2023-01,Nitrofurantoin 50mg tablets,11.65
2023-01,Norethisterone 5mg tablets,7.39
2023-01,Omeprazole 10mg gastro-resistant capsules,1.35
2023-01,Omeprazole 20mg gastro-resistant capsules,2.9
2023-01,Ondansetron 4mg tablets,3.08
2023-01,Oxycodone 5mg/5ml oral solution sugar free,9.71
2023-01,Paracetamol 250mg/5ml oral suspension sugar free,10.29
2023-01,Paracetamol 500mg soluble tablets,3.66
2023-01,Paracetamol 500mg soluble tablets,15.25
2023-01,Paroxetine 20mg tablets,1.71
2023-01,Phenoxymethylpenicillin 125mg/5ml oral solution,8.5
2023-01,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,8.5
2023-01,Phenoxymethylpenicillin 250mg tablets,3.99
2023-01,Phenoxymethylpenicillin 250mg/5ml oral solution,9.0
2023-01,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,9.0
2023-01,Pilocarpine hydrochloride 2% eye drops,28.46
2023-01,Pramipexole 180microgram tablets,6.54
2023-01,Pramipexole 88microgram tablets,2.22
2023-01,Prednisolone 5mg soluble tablets,60.83
2023-01,Pregabalin 100mg capsules,3.7
2023-01,Pregabalin 150mg capsules,2.42
2023-01,Pregabalin 25mg capsules,1.83
2023-01,Pregabalin 300mg capsules,4.11
2023-01,Pregabalin 50mg capsules,2.63
2023-01,Pregabalin 75mg capsules,2.3
2023-01,Promethazine hydrochloride 25mg tablets,34.19
2023-01,Quetiapine 300mg tablets,4.47
2023-01,Quinine sulfate 200mg tablets,4.89
2023-01,Rabeprazole 10mg gastro-resistant tablets,4.79
2023-01,Ramipril 10mg tablets,1.21
2023-01,Rasagiline 1mg tablets,4.68
2023-01,Risedronate sodium 35mg tablets,3.02
2023-01,Risperidone 500microgram tablets,4.17
2023-01,Rivastigmine 3mg capsules,5.49
2023-01,Tacrolimus 0.1% ointment,20.61
2023-01,Tamsulosin 400microgram / Dutasteride 500microgram capsules,19.8
2023-01,Telmisartan 20mg tablets,5.59
2023-01,Telmisartan 40mg tablets,3.11
2023-01,Telmisartan 80mg tablets,4.12
2023-01,Temazepam 10mg tablets,28.79
2023-01,Temazepam 20mg tablets,27.6
2023-01,Terbinafine 1% cream,3.24
2023-01,Terbinafine 1% cream,3.86
2023-01,Tolterodine 1mg tablets,2.84
2023-01,Tolterodine 2mg tablets,5.29
2023-01,Topiramate 100mg tablets,21.87
2023-01,Topiramate 25mg tablets,12.0
2023-01,Topiramate 50mg tablets,19.85
2023-01,Tranexamic acid 500mg tablets,6.92
2023-01,Trazodone 100mg capsules,5.99
2023-01,Trazodone 50mg capsules,7.56
2023-01,Trospium chloride 20mg tablets,14.4
2023-01,Valsartan 160mg capsules,8.99
2023-01,Valsartan 40mg capsules,6.82
2023-01,Valsartan 80mg capsules,7.02
2023-01,Venlafaxine 37.5mg tablets,4.36
2023-01,Venlafaxine 75mg tablets,14.21
2023-01,Yellow soft paraffin solid,28.77
2023-01,Zolmitriptan 2.5mg orodispersible tablets sugar free,8.76
2023-01,Zolmitriptan 2.5mg tablets,24.55
2023-01,Zolmitriptan 2.5mg tablets,12.27
2023-01,Zopiclone 3.75mg tablets,1.27
2022-12,Alendronic acid 70mg tablets,4.63
2022-12,Amisulpride 100mg tablets,20.29
2022-12,Amisulpride 200mg tablets,33.92
2022-12,Amisulpride 50mg tablets,13.09
2022-12,Amorolfine 5% medicated nail lacquer,7.34
2022-12,Amoxicillin 125mg/5ml oral suspension,4.49
2022-12,Amoxicillin 125mg/5ml oral suspension sugar free,6.49
2022-12,Amoxicillin 250mg/5ml oral suspension,4.34
2022-12,Amoxicillin 250mg/5ml oral suspension sugar free,3.87
2022-12,Amoxicillin 500mg capsules,3.81
2022-12,Amoxicillin 500mg capsules,5.34
2022-12,Aripiprazole 10mg tablets,29.95
2022-12,Aripiprazole 15mg tablets,25.85
2022-12,Aripiprazole 5mg tablets,24.29
2022-12,Atenolol 25mg tablets,1.44
2022-12,Atenolol 50mg tablets,2.41
2022-12,Baclofen 5mg/5ml oral solution sugar free,5.76
2022-12,Benzydamine 0.15% mouthwash sugar free,4.65
2022-12,Benzydamine 0.15% oromucosal spray sugar free,3.69
2022-12,Bimatoprost 100micrograms/ml eye drops,3.66
2022-12,Bisacodyl 5mg gastro-resistant tablets,4.99
2022-12,Bisoprolol 2.5mg tablets,1.18
2022-12,Brimonidine 0.2% eye drops,4.35
2022-12,Bumetanide 1mg/5ml oral solution sugar free,235.0
2022-12,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,12.99
2022-12,Carbocisteine 250mg/5ml oral solution,8.14
2022-12,Carbocisteine 375mg capsules,15.15
2022-12,Carvedilol 6.25mg tablets,2.85
2022-12,Cefalexin 125mg/5ml oral suspension,3.75
2022-12,Celecoxib 100mg capsules,6.26
2022-12,Cetomacrogol cream (Formula A),3.25
2022-12,Chloramphenicol 1% eye ointment,4.3
2022-12,Chlorphenamine 2mg/5ml oral solution,3.62
2022-12,Chlorphenamine 2mg/5ml oral solution sugar free,7.06
2022-12,Chlorpromazine 100mg tablets,29.83
2022-12,Chlorpromazine 25mg tablets,28.5
2022-12,Chlorpromazine 50mg tablets,29.51
2022-12,Cilostazol 100mg tablets,16.29
2022-12,Cinacalcet 30mg tablets,13.55
2022-12,Cinnarizine 15mg tablets,6.05
2022-12,Citalopram 10mg tablets,0.89
2022-12,Citalopram 20mg tablets,1.96
2022-12,Citalopram 40mg/ml oral drops sugar free,15.95
2022-12,Clarithromycin 125mg/5ml oral suspension,5.21
2022-12,Clarithromycin 250mg tablets,4.78
2022-12,Clarithromycin 250mg/5ml oral suspension,7.76
2022-12,Clarithromycin 500mg tablets,9.45
2022-12,Clindamycin 150mg capsules,3.0
2022-12,Clobazam 10mg/5ml oral suspension sugar free,91.85
2022-12,Clonidine 25microgram tablets,20.09
2022-12,Clotrimazole 1% cream,2.22
2022-12,Clotrimazole 1% cream,5.54
2022-12,Clotrimazole 500mg pessaries,10.35
2022-12,Co-amilofruse 2.5mg/20mg tablets,4.32
2022-12,Co-amoxiclav 250mg/125mg tablets,3.42
2022-12,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,4.13
2022-12,Co-amoxiclav 500mg/125mg tablets,9.85
2022-12,Co-codamol 30mg/500mg effervescent tablets,4.04
2022-12,Co-codamol 30mg/500mg effervescent tablets,12.62
2022-12,"Colecalciferol 1,000unit capsules",8.31
2022-12,Co-trimoxazole 80mg/400mg tablets,4.73
2022-12,Cyclizine 50mg/1ml solution for injection ampoules,14.15
2022-12,Desloratadine 5mg tablets,5.33
2022-12,Desogestrel 75microgram tablets,5.08
2022-12,Digoxin 125microgram tablets,4.66
2022-12,Digoxin 250microgram tablets,4.55
2022-12,Digoxin 62.5microgram tablets,4.75
2022-12,Dihydrocodeine 30mg tablets,7.24
2022-12,Dihydrocodeine 30mg tablets,2.03
2022-12,Docusate 50mg/5ml oral solution sugar free,20.63
2022-12,Domperidone 1mg/ml oral suspension sugar free,47.5
2022-12,Donepezil 5mg orodispersible tablets sugar free,59.85
2022-12,Donepezil 5mg tablets,1.3
2022-12,Dorzolamide 20mg/ml eye drops,4.75
2022-12,Dosulepin 25mg capsules,5.75
2022-12,Doxycycline 100mg capsules,0.96
2022-12,Duloxetine 30mg gastro-resistant capsules,3.78
2022-12,Duloxetine 60mg gastro-resistant capsules,5.11
2022-12,Dutasteride 500microgram capsules,3.3
2022-12,Entacapone 200mg tablets,6.52
2022-12,Erythromycin 250mg gastro-resistant tablets,3.41
2022-12,Erythromycin ethyl succinate 500mg tablets,14.2
2022-12,Escitalopram 10mg tablets,1.99
2022-12,Escitalopram 20mg tablets,1.69
2022-12,Escitalopram 5mg tablets,1.15
2022-12,Ezetimibe 10mg tablets,1.99
2022-12,Famotidine 40mg tablets,36.3
2022-12,Febuxostat 80mg tablets,3.5
2022-12,Finasteride 5mg tablets,4.99
2022-12,Flucloxacillin 125mg/5ml oral solution,4.35
2022-12,Flucloxacillin 250mg capsules,4.62
